Institute,ID Number,Project,Higher Group,Family,Genus,Species ,Standard,Buffer,mean1,mean2,cv1,cv2,ratio,ave.sample,ave.standard,GS pg (2C),GS pg (1C),1C/Gbp,cv.sample,cv.standard,SD(R).sample,measured by,Date,DToL Specimen ID,Previous estimate (2C) (prime*),Comments on DToL sample,,,,,
,,,,,,,,,218.6,471.67,3.24,3.98,2.158,,,,,,,,,,,,,,,,,,
,,,,,,,,,229.53,493.35,2.97,3.41,2.149,,,,,,,,,,,,,,,,,,
RBGE,DB1470,DTOL,Bryophyte,,Radula,complanata,<Solanum,GPB3%PVPBmet,186.83,436.84,5.85,2.98,2.338,194.75,447.57,1.71,0.85,0.83,5.92,2.78,0.035,Sahr Mian,3/11/2020,,1.51,,,,,,
,,,,,,,,,196.43,449.79,5.96,2.56,2.290,,,,,,,,,,,,,,,,,,
,,,,,,,,,200.99,456.08,5.95,2.8,2.269,,,,,,,,,,,,,,,,,,
RBGE,DB1471,DTOL,Bryophyte,,Frullania,dilatata,<Oryza,GPB3%PVPBmet,258.34,385.85,6.4,3.69,2.202,261.5433333,399.7933333,1.31,0.65,0.64,4.76,3.69,0.028,Sahr Mian,3/11/2020,,1.11/1.50,,,,,,
,,,,,,,,,260.87,399.45,3.9,3.98,2.158,,,,,,,,,,,,,,,,,,
,,,,,,,,,265.42,414.08,3.99,3.41,2.149,,,,,,,,,,,,,,,,,,
RBGE,DB1471,DTOL,Bryophyte,,Frullania,dilatata,<Oryza,GPB3%PVPBmet,329.27,385.85,5.54,3.69,2.202,338.44,399.7933333,1.69,0.85,0.83,5.95,3.69,0.028,Sahr Mian,3/11/2020,,1.11/1.50,,,,,,
,,,,,,,,,337.74,399.45,7.54,3.98,2.158,,,,,,,,,,,,,,,,,,
,,,,,,,,,348.31,414.08,4.78,3.41,2.149,,,,,,,,,,,,,,,,,,
RBGE,DB1472,DTOL,Bryophyte,,Lepidozia,reptans,<Solanum,GPB3%PVPBmet,198.67,480.6,6.47,3,2.419,204.14,487.67,1.64,0.82,0.80,6.25,3.01,0.032,Sahr Mian,3/11/2020,,1.33,,,,,,
,,,,,,,,,204.2,488.94,6.8,2.96,2.394,,,,,,,,,,,,,,,,,,
,,,,,,,,,209.54,493.46,5.48,3.08,2.355,,,,,,,,,,,,,,,,,,
RBGE,DB1473,DTOL,Bryophyte,,Dicranella,heteromalla,<Oryza,GPB3%PVPBmet,165.04,452.02,3.51,3.12,3.351,172.5166667,477.7266667,0.72,0.36,0.35,2.95,3.10,0.299,Sahr Mian,3/11/2020,,0.63,,,,,,
,,,,,,,,,174.28,478.79,2.66,3,3.318,,,,,,,,,,,,,,,,,,
,,,,,,,,,178.23,502.37,2.68,3.19,2.818,,,,,,,,,,,,,,,,,,
RBGE,DB1474,DTOL,Bryophyte,,Sanionia,uncinata,<Solanum,GPB3%PVPBmet,278.93,688.59,3.7,3.94,2.632,287.1,725.73,1.55,0.78,0.76,3.02,2.98,0.084,Sahr Mian,4/11/2020,,-,,,,,,
,,,,,,,,,287.89,728.05,2.55,2.48,2.761,,,,,,,,,,,,,,,,,,
,,,,,,,,,294.49,760.56,2.81,2.51,2.791,,,,,,,,,,,,,,,,,,
RBGE,DB1475,DTOL,Bryophyte,,Lophocolea,bidentata,<Oryza,GPB3%PVPBmet,234.43,372.5,4.75,2.41,1.589,234.56,377.1566667,1.24,0.62,0.61,5.17,2.08,0.017,Sahr Mian,4/11/2020,,0.92,,,,,,
,,,,,,,,,234.52,378.73,4.82,1.92,1.615,,,,,,,,,,,,,,,,,,
,,,,,,,,,234.73,380.24,5.93,1.9,1.620,,,,,,,,,,,,,,,,,,
RBGE,DB1476,DTOL,Bryophyte,,Plagiothecium,undulatum,<Solanum,GPB3%PVPBmet,364.22,686.69,3.89,3.15,1.885,383.43,709.04,1.06,0.53,0.52,3.89,2.96,0.036,Sahr Mian,4/11/2020,,0.94,,,,,,
,,,,,,,,,383.26,710.97,3.87,3.27,1.849,,,,,,,,,,,,,,,,,,
,,,,,,,,,402.81,729.47,3.9,2.47,1.813,,,,,,,,,,,,,,,,,,
RBGE,DB1477,DTOL,Bryophyte,,Plagiothecium,denticulatum,<Solanum,GPB3%PVPBmet,299.42,590.89,4.24,2.94,1.968,316.42,609.07,1.02,0.51,0.50,3.90,3.05,0.044,Sahr Mian,4/11/2020,,1.10,,,,,,
,,,,,,,,,322.59,617.11,3.65,3.06,1.899,,,,,,,,,,,,,,,,,,
,,,,,,,,,327.26,619.22,3.8,3.15,1.886,,,,,,,,,,,,,,,,,,
RBGE,DB1478,DTOL,Bryophyte,,Sphagnum,inundatum,<Solanum,GPB3%PVPBmet,255.2,556.11,3.88,2.55,2.179,260.92,562.61,1.82,0.91,0.89,3.78,2.48,0.020,Sahr Mian,4/11/2020,,1.44,,,,,,
,,,,,,,,,260.98,561.55,3.85,2.48,2.152,,,,,,,,,,,,,,,,,,
,,,,,,,,,266.58,570.16,3.6,2.4,2.139,,,,,,,,,,,,,,,,,,
RBGE,DB1479,DTOL,Bryophyte,,Pogonatum,urnigerum,<Solanum,GPB3%PVPBmet,155.51,512.09,3.55,2.87,3.293,162.44,525.18,1.21,0.61,0.60,3.16,2.45,0.062,Sahr Mian,4/11/2020,,-,,,,,,
,,,,,,,,,162.14,525.73,2.9,2.26,3.243,,,,,,,,,,,,,,,,,,
,,,,,,,,,169.66,537.73,3.02,2.22,3.169,,,,,,,,,,,,,,,,,,
RBGK,MC9125,DTOL,Angiosperm,Papaveraceae,Fumaria,muralis,<Solanum,OXPRO,186.81,301.55,4.52,4.61,1.614,190.84,318.53,1.17,0.59,0.58,4.53,3.63,0.048,Sahr Mian,16/03/2021,KDTOL10135,1.10,low nuclei count,,,,,
,,,,,,,,,189.39,319.36,4.84,3.82,1.686,,,,,,,,,,,,,,,,,,
,,,,,,,,,196.33,334.69,4.24,2.47,1.705,,,,,,,,,,,,,,,,,,
RBGK,MC9126,DTOL,Angiosperm,Asteraceae,Senecio,vulgaris,<Petro,OXPRO,191.88,251.89,3.3,2.15,1.313,190.45,250.29,3.42,1.71,1.67,3.06,2.10,0.004,Sahr Mian,16/03/2021,KDTOL10136,3.20,,,,,,
,,,,,,,,,196.01,257.05,3.16,2.19,1.311,,,,,,,,,,,,,,,,,,
,,,,,,,,,183.46,241.93,2.71,1.95,1.319,,,,,,,,,,,,,,,,,,
RBGK,MC9127,DTOL,Angiosperm,Brassicaceae,Cardamine,flexuosa,<Oryza,OXPRO,115.62,222.61,4.42,3.88,1.925,120.99,237.5863333,0.51,0.25,0.24,4.31,3.33,0.033,Sahr Mian,16/03/2021,KDTOL10137,1.80,PREVIOUS ESTIMATION POTENTIALLY BASED OFF POLYPLOID,,,,,
,,,,,,,,,122.28,243.199,4.19,3.75,1.989,,,,,,,,,,,,,,,,,,
,,,,,,,,,125.07,246.95,4.32,2.36,1.974,,,,,,,,,,,,,,,,,,
RBGK,MC9128,DTOL,Angiosperm,Lamiaceae,Lamium,purpureum,<Petro,GPB3%PVPBmet,131.16,372.51,3.88,1.57,2.840,135.3366667,376.3066667,1.62,0.81,0.79,3.70,1.82,0.062,Sahr Mian,16/03/2021,KDTOL10138,2.20,,,,,,
,,,,,,,,,134.4,374.95,3.34,1.82,2.790,,,,,,,,,,,,,,,,,,
,,,,,,,,,140.45,381.46,3.89,2.06,2.716,,,,,,,,,,,,,,,,,,
RBGK,MC9129,DTOL,Angiosperm,Caryophyllaceae,Cerastium,glomeratum,<Petro,GPB3%PVPBmet,115.57,277.56,3.5,3.12,2.402,114.04,273.7466667,1.87,0.94,0.92,3.71,3.14,0.011,Sahr Mian,16/03/2021,KDTOL10139,genus estimate 1.3-8,,,,,,
,,,,,,,,,112.21,270.55,3.77,3.15,2.411,,,,,,,,,,,,,,,,,,
,,,,,,,,,114.34,273.13,3.87,3.16,2.389,,,,,,,,,,,,,,,,,,
RBGE,DB1489,DTOL,Bryophyte,,Dicranum,scorparium,>Oryza,GPB3%PVPBmet,234.5,342.82,3.97,3.98,1.462,353.1866667,243.35,1.45,0.73,0.71,3.71,3.87,0.011,Sahr Mian,17/03/2021,,1.45,,,,,,
,,,,,,,,,241.83,351.25,3.82,3.64,1.452,,,,,,,,,,,,,,,,,,
,,,,,,,,,253.72,365.49,3.83,3.52,1.441,,,,,,,,,,,,,,,,,,
RBGE,DB1486,DTOL,Bryophyte,,Bryum,capillare,<Solanum,GPB3%PVPBmet,246.25,479.21,4.61,2.87,1.947,260.78,511.26,1.00,0.50,0.49,4.14,2.88,0.021,Sahr Mian,17/03/2021,,1.08,,,,,,
,,,,,,,,,265.78,518.13,3.87,2.85,1.949,,,,,,,,,,,,,,,,,,
,,,,,,,,,270.3,536.44,3.93,2.93,1.985,,,,,,,,,,,,,,,,,,
RBGE,DB1495,DTOL,Bryophyte,,Pellia,epiphylla,<Oryza,GPB3%PVPBmet,113.14,336.66,5.94,4.69,2.976,116.5666667,355.24,0.66,0.33,0.32,6.67,4.12,0.071,Sahr Mian,17/03/2021,,4.20,,,,,,
,,,,,,,,,117.13,356.78,7.22,3.8,3.046,,,,,,,,,,,,,,,,,,
,,,,,,,,,119.43,372.28,6.85,3.87,3.117,,,,,,,,,,,,,,,,,,
RBGE,DB1499,DTOL,Bryophyte,,Mylia,taylorii,>Solanum,GPB3%PVPBmet,101.08,382.95,3.42,2.45,1.947,389.03,106.6,14.31,7.15,6.99,3.35,2.94,0.021,Sahr Mian,17/03/2021,,14.84,,,,,,
,,,,,,,,,106.84,387.56,3.66,2.72,1.949,,,,,,,,,,,,,,,,,,
,,,,,,,,,111.89,396.58,2.98,3.65,1.985,,,,,,,,,,,,,,,,,,
RBGE,DB1488,DTOL,Bryophyte,,Pseudoscleropodium,purum,<Solanum,Ebihara,119.04,568.89,5.21,2.39,4.777,123.7,593.39,0.82,0.41,0.40,4.69,2.36,0.018,Sahr Mian,17/03/2021,,-,,,,,,
,,,,,,,,,123.75,593.7,4.78,2.45,4.797,,,,,,,,,,,,,,,,,,
,,,,,,,,,128.31,617.57,4.09,2.25,4.813,,,,,,,,,,,,,,,,,,
RBGE,DB1490,DTOL,Bryophyte,,Orthocaulis,floerkei,<Solanum,OXPRO,129.02,413.66,5.07,2.41,3.206,135.5,427.67,1.24,0.62,0.61,4.69,2.72,0.045,Sahr Mian,17/03/2021,,-,,,,,,
,,,,,,,,,135.34,426.27,4.57,2.68,3.150,,,,,,,,,,,,,,,,,,
,,,,,,,,,142.15,443.08,4.42,3.07,3.117,,,,,,,,,,,,,,,,,,
RBGE,DB1496,DTOL,Bryophyte,,Conocephalum,salebrosum,NO RESULT,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBGK,MC9132,DTOL,Angiosperm,Plantaginaceae,Veronica,hederifolia,<Petro,GPB3%PVPBmet,182.37,257.14,3.59,3.16,1.410,190.73,277.55,3.09,1.55,1.51,3.37,2.92,0.044,Sahr Mian,23/03/2021,KDTOL10142-49,2.82,,,,,,
,,,,,,,,,193.61,281.77,3.77,2.98,1.455,,,,,,,,,,,,,,,,,,
,,,,,,,,,196.21,293.73,2.74,2.63,1.497,,,,,,,,,,,,,,,,,,
RBGK,MC9131,DTOL,Angiosperm,Apiaceae,Anthriscus,sylvestris,>Solanum,GPB3%PVPBmet,163.03,322.55,2.02,1.47,1.978,326.89,166.8933333,3.92,1.96,1.92,1.59,2.04,0.018,Sahr Mian ,23/03/2021,KDTOL10141,4.5,,,,,,
,,,,,,,,,167.65,327.97,2.08,1.61,1.956,,,,,,,,,,,,,,,,,,
,,,,,,,,,170,330.15,2.03,1.68,1.942,,,,,,,,,,,,,,,,,,
RBGK,MC9133,DTOL,Angiosperm,Adoxaceae,Adoxa,moschatellina,>Pisum,OXPRO,125.26,442.7,2.18,2.71,4.005,459.54,133.9233333,31.19,15.60,15.25,2.93,2.52,0.020,Sahr Mian,23/03/2021,KDTOL10150,28.60,,,,,,
,,,,,,,,,133.91,461.17,2.7,2.79,3.969,,,,,,,,,,,,,,,,,,
,,,,,,,,,142.6,474.75,2.68,3.29,4.001,,,,,,,,,,,,,,,,,,
RBGE,DB1487,DTOL,Bryophyte,,Polytrichum,formosum,<Oryza,GPB3%PVPBmet,213.85,324.38,4.18,3.85,1.591,220.61,350.39,1.26,0.63,0.62,6.67,4.12,0.023,Sahr Mian,24/03/2021,,1.08,,,,,,
,,,,,,,,,217.87,350.16,3.84,3.76,1.607,,,,,,,,,,,,,,,,,,
,,,,,,,,,230.12,376.63,2.42,3.23,1.637,,,,,,,,,,,,,,,,,,
RGBE,DB1491,DTOL,Bryophyte,,Brachythecium,rutabulum,<Solanum,OXPRO,205.58,414.22,5.07,2.41,2.015,216.23,427.7,2.00,1.00,0.98,4.69,2.72,0.035,Sahr Mian,24/03/2021,,1.84,,,,,,
,,,,,,,,,215.52,426.62,4.57,2.68,1.979,,,,,,,,,,,,,,,,,,
,,,,,,,,,227.59,442.26,4.42,3.07,1.945,,,,,,,,,,,,,,,,,,
RBGE,DB1492,DTOL,Bryophyte,,Fissidens,sp.,<Oryza,GPB3%PVPBmet,103.49,210.29,3.14,3.75,2.032,107.36,221.86,0.97,0.48,0.47,6.67,4.12,0.056,Sahr Mian,24/03/2021,,0.56-1.28,,,,,,
,,,,,,,,,107.55,220.82,3.45,3.71,2.005,,,,,,,,,,,,,,,,,,
,,,,,,,,,111.03,234.46,2.98,4.72,2.112,,,,,,,,,,,,,,,,,,
RBGE,DB1503,DTOL,Bryophyte,,Neckera,crispa,<Oryza,GPB3%PVPBmet,107.51,211.36,2.66,4.6,1.966,111.04,216.29,1.03,0.51,0.50,6.67,4.12,0.030,Sahr Mian,24/03/2021,,1,,,,,,
,,,,,,,,,110.52,217.17,3.49,4.24,1.965,,,,,,,,,,,,,,,,,,
,,,,,,,,,115.1,220.35,4.63,3.41,1.914,,,,,,,,,,,,,,,,,,
RBGE,DB1498,DTOL,Bryophyte,,Dichodontium,flavescens,<Oryza,OXPRO,286.71,560.25,4.55,3.23,1.954,295.47,575.86,0.51,0.26,0.25,6.67,4.12,0.016,Sahr Mian,24/03/2021,,-,,,,,,
,,,,,,,,,298.53,575.11,3.61,2.42,1.926,,,,,,,,,,,,,,,,,,
,,,,,,,,,301.16,592.21,4.63,2.54,1.928,,,,,,,,,,,,,,,,,,
RBGE,DB1500,DTOL,Bryophyte,,Jungermannia,eucordifolia,<Oryza,OXPRO,185.35,510.65,5.13,3.12,2.755,189.95,514.65,0.74,0.37,0.36,6.67,4.12,0.064,Sahr Mian,24/03/2021,,0.79,,,,,,
,,,,,,,,,186.45,510.95,5.39,3.75,2.740,,,,,,,,,,,,,,,,,,
,,,,,,,,,198.04,522.34,6.67,3.1,2.637,,,,,,,,,,,,,,,,,,
RBGE,DB1502,DTOL,Bryophyte,,Porella,arboris-vitae,<Solanum,OXPRO,212.73,297.1,3.75,2.39,1.397,210.08,302.74,2.75,1.37,1.34,4.69,2.72,0.042,Sahr Mian,24/03/2021,,Genus est 0.68 - 2.66,,,,,,
,,,,,,,,,206.91,300.06,4.25,2.61,1.450,,,,,,,,,,,,,,,,,,
,,,,,,,,,210.59,311.06,4.02,3.31,1.479,,,,,,,,,,,,,,,,,,
RBGE,DB1497,DTOL,Bryophyte,,Sciuro-hypnum,plumosum,<Oryza,OXPRO,209.14,503.33,4.8,3.22,2.407,219.85,517.36,0.85,0.42,0.42,6.67,4.12,0.047,Sahr Mian,24/03/2021,,-,,,,,,
,,,,,,,,,223.55,523.19,3.08,3.88,2.340,,,,,,,,,,,,,,,,,,
,,,,,,,,,226.85,525.56,3.6,2.92,2.317,,,,,,,,,,,,,,,,,,
RBGE,DB1494,DTOL,Bryophyte,,Ptychomitrium,polyphyllum,<Oryza,OXPRO,98.85,495.3,4.41,3.22,5.011,101.73,526.90,0.39,0.19,0.19,6.67,4.12,0.150,Sahr Mian,24/03/2021,,-,,,,,,
,,,,,,,,,101.46,529.34,4.33,3.88,5.217,,,,,,,,,,,,,,,,,,
,,,,,,,,,104.87,556.06,4.95,2.92,5.302,,,,,,,,,,,,,,,,,,
RBGE,DB1493,DTOL,Bryophyte,,Marchantia,quadrata,<Solanum,OXPRO,191.71,423.96,5.45,3.87,2.211,204.01,454.3366667,1.78,0.89,0.87,4.69,2.72,0.024,Sahr Mian,07/04/2021,,0.58-1.30 genus est,,,,,,
,,,,,,,,,204.88,461.85,5.4,2.57,2.254,,,,,,,,,,,,,,,,,,
,,,,,,,,,215.45,477.2,5.12,2.18,2.215,,,,,,,,,,,,,,,,,,
RBGK,MC9134,DTOL,Angiosperm,Brassicaceae,Cardamine,pratensis,<Petro,GPB3%PVPBmet,137.48,320.27,4.87,3.07,2.329,119.01,274.52,1.95,0.98,0.95,4.94,2.96,0.021,Robyn Powell,07/04/2021,KDTOL10151,3.30,,,,,,
,,,,,,,,,108.62,249.18,5.07,3.16,2.294,,,,,,,,,,,,,,,,,,
,,,,,,,,,110.93,254.1,4.87,2.66,2.291,,,,,,,,,,,,,,,,,,
RBGK,MC9135,DTOL,Angiosperm,Asteraceae,Calendula ,officinalis,<Petro,GPB3%PVPBmet,195.07,281.5,4.09,4.18,1.443,164.6033333,238.41,3.11,1.55,1.52,4.36,4.39,0.011,Robyn Powell,07/04/2021,KDTOL10152,2.79,,,,,,
,,,,,,,,,148.85,214.65,4.95,4.81,1.442,,,,,,,,,,,,,,,,,,
,,,,,,,,,149.89,219.09,4.04,4.19,1.461,,,,,,,,,,,,,,,,,,
RBGK,MC9136,DTOL,Angiosperm,Ranunculaceae,Ranunculus,bulbosus,>Petro,GPB3%PVPBmet,112.73,282.4,3.33,2.94,2.505,285.3633333,114.6133333,11.20,5.60,5.48,2.83,3.32,0.015,Sahr Mian,07/04/2021,KDTOL10153,11.12,,,,,,
,,,,,,,,,114.29,284.59,3.4,2.87,2.490,,,,,,,,,,,,,,,,,,
,,,,,,,,,116.82,289.1,3.24,2.68,2.475,,,,,,,,,,,,,,,,,,
RBGK,MC9138,DTOL,Angiosperm,Plantaginaceae,Plantago,coronopus,<Petro,GPB3%PVPBmet,122.59,401.02,3.61,2.17,3.271,125.4033333,408.18,1.38,0.69,0.68,3.26,1.97,0.016,Robyn Powell,07/04/2021,KDTOL10155,1.73,,,,,,
,,,,,,,,,125.8,409.44,3.14,1.78,3.255,,,,,,,,,,,,,,,,,,
,,,,,,,,,127.82,414.08,3.04,1.95,3.240,,,,,,,,,,,,,,,,,,
RBGK,MC9140,DTOL,Angiosperm,Brassicaceae,Capsella,bursa-pastrois,<Solanum,GPB3%PVPBmet,87.1,346.01,4.53,2.88,3.973,89.17666667,360.7233333,0.49,0.25,0.24,4.53,3.63,0.073,Sahr Mian,07/04/2021,KDTOL10158,0.80,,,,,,
,,,,,,,,,89.05,359.85,5.15,3.08,4.041,,,,,,,,,,,,,,,,,,
,,,,,,,,,91.38,376.31,3.34,2.41,4.118,,,,,,,,,,,,,,,,,,
RBGK,MC9141,DTOL,Angiosperm,Orobanchaceae,Lathraea,squamaria,<Petro,OXPRO,148.44,238.07,3.62,2.34,1.604,153.3133333,244.91,2.82,1.41,1.38,3.31,2.64,0.009,Sahr Mian,07/04/2021,KDTOL10159,no previous estimate,,,,,,
,,,,,,,,,155.03,245.89,3.24,2.59,1.586,,,,,,,,,,,,,,,,,,
,,,,,,,,,156.47,250.78,3.06,2.99,1.598,,,,,,,,,,,,,,,,,,
RBGK,MC9142,DTOL,Angiosperm,Orobanchaceae,Lathraea,clandestina,<Pisum,OXPRO,195.67,370.22,4.05,3.13,1.892,200.69,392.1833333,4.65,2.33,2.27,3.53,3.04,0.060,Sahr Mian,07/04/2021,KDTOL10160,No previous estimate,,,,,,
,,,,,,,,,198.65,388.23,3.72,3.13,1.954,,,,,,,,,,,,,,,,,,
,,,,,,,,,207.75,418.1,2.82,2.85,2.012,,,,,,,,,,,,,,,,,,
RBGK,MC9137,DTOL,Angiosperm,Berberidaceae,Berberis,aquifolium,<Petro,OXPRO,143.77,246.2,4.18,2.65,1.712,152.67,257.37,2.67,1.33,1.31,4.25,2.56,0.029,Sahr Mian,07/04/2021,KDTOL10154,No previous estimate,Flower bud tissue used as leaves thin and waxy,,,,,
,,,,,,,,,152.08,257.54,3.99,2.46,1.693,,,,,,,,,,,,,,,,,,
,,,,,,,,,162.16,268.38,4.57,2.56,1.655,,,,,,,,,,,,,,,,,,
RBGK,MC9139,DTOL,Angiosperm,Geraniaceae,Erodium,moschatum,<Petro,GPB3%PVPBmet,148.09,353.01,2.77,1.9,2.384,153.7833333,360.03,1.92,0.96,0.94,2.77,1.91,0.038,Sahr Mian,07/04/2021,KDTOL10156,No previous estimate,,,,,,
,,,,,,,,,153.9,359.21,2.68,1.93,2.345,,,,,,,,,,,,,,,,,,
,,,,,,,,,159.36,367.86,2.87,1.89,2.309,,,,,,,,,,,,,,,,,,
RBGK,MC9130,DTOL,Angiosperm,Boraginaceae,Pentaglottis,sempervirens,<Petro,GPB3%PVPBmet,113.48,240.93,3.78,3.2,2.123,113.9166667,239.72,2.14,1.07,1.05,3.66,3.08,0.020,Sahr Mian,07/04/2021,KDTOL10140,No previous estimate,Flower material used as leaf tissue difficult to sample,,,,,
,,,,,,,,,114.07,240.39,3.47,2.94,2.107,,,,,,,,,,,,,,,,,,
,,,,,,,,,114.2,237.85,3.74,3.1,2.083,,,,,,,,,,,,,,,,,,
RBGK,MC9144,DTOL,Angiosperm,Amaryllidaceae,Allium,triquetrum,>Pisum,GPB3%PVPBmet,108.76,459.76,2.92,3.12,4.227,458.26,109.8266667,37.93,18.96,18.55,3.04,2.88,0.058,Sahr Mian,13/04/2021,KDTOL10162,36.30,,,,,,
,,,,,,,,,109.18,455.87,2.88,3.05,4.145,,,,,,,,,,,,,,,,,,
,,,,,,,,,111.54,459.15,2.85,2.95,4.116,,,,,,,,,,,,,,,,,,
RBGK,MC9146,DTOL,Angiosperm,Poaceae,Dactylis,glomerata,>Petro,GPB3%PVPBmet,171.2,330.91,3.3,3.21,1.933,330.59,173.2933333,8.58,4.29,4.20,3.01,3.29,0.026,Sahr Mian,13/04/2021,KDTOL10164,6.60/8.80,,,,,,
,,,,,,,,,171.85,328.28,3.28,2.86,1.910,,,,,,,,,,,,,,,,,,
,,,,,,,,,176.83,332.58,3.28,2.97,1.881,,,,,,,,,,,,,,,,,,
RBGK,MC9147,DTOL,Angiosperm,Lamiaceae,Glechoma,hederacea,<Petro,GPB3%PVPBmet,160.2,350.54,3.56,1.91,2.188,165.2833333,356.42,2.09,1.04,1.02,3.92,2.08,0.030,Sahr Mian,13/04/2021,KDTOL10165,1.80,,,,,,
,,,,,,,,,165.09,355.85,4.18,2.04,2.155,,,,,,,,,,,,,,,,,,
,,,,,,,,,170.56,362.88,4.03,2.3,2.128,,,,,,,,,,,,,,,,,,
RBGK,MC9143,DTOL,Angiosperm,Apiaceae,Smyrnium,perfoliatum,<Pisum,GPB3%PVPBmet,138.88,221.48,3.41,3.21,1.595,141.66,224.6833333,5.73,2.87,2.80,3.28,3.23,0.008,Sahr Mian,13/04/2021,KDTOL10161,5.64,,,,,,
,,,,,,,,,142.14,224.78,3.24,3.35,1.581,,,,,,,,,,,,,,,,,,
,,,,,,,,,143.96,227.79,3.19,3.12,1.582,,,,,,,,,,,,,,,,,,
RBGK,MC9148,DTOL,Angiosperm,Poaceae,Bromus,sterilis,<Pisum,GPB3%PVPBmet,154.42,220.08,3.34,3.59,1.430,159.5,226.87,6.39,3.20,3.13,3.33,3.30,0.007,Sahr Mian,13/04/2021,KDTOL10166,,,,,,,
,,,,,,,,,160.18,228.49,3.15,3.21,1.426,,,,,,,,,,,,,,,,,,
,,,,,,,,,163.9,232.04,3.51,3.1,1.416,,,,,,,,,,,,,,,,,,
RBGE,DB1504,DTOL,Bryophyte,,Ceratodon,purpureus,<Oryza,OXPRO,157.37,342.03,5.57,3.09,2.173,164.73,368.84,0.89,0.45,0.44,6.67,4.12,0.062,Sahr Mian,13/04/2021,,0.78,,,,,,
,,,,,,,,,165.86,371.8,4.74,3.38,2.242,,,,,,,,,,,,,,,,,,
,,,,,,,,,170.97,392.7,4.42,2.9,2.297,,,,,,,,,,,,,,,,,,
RBGE,DB1505,DTOL,Bryophyte,,Rhynchostegium,riparoides,<Oryza,OXPRO,170.74,397.73,5.03,2.92,2.333,179.06,420.49,0.85,0.43,0.42,6.67,4.12,0.015,Sahr Mian,13/04/2021,,0.76,,,,,,
,,,,,,,,,177.91,420.44,5.66,3.89,2.363,,,,,,,,,,,,,,,,,,
,,,,,,,,,188.52,443.29,4.36,4.03,2.351,,,,,,,,,,,,,,,,,,
RBGE,DB1506,DTOL,Bryophyte,,Bryum,pseudotriquetrum,<Sol,OXPRO,224.71,432.41,3.96,3.87,1.924,237.61,456.76,2.08,1.04,1.02,6.67,4.12,0.014,Sahr Mian,13/04/2021,,-,,,,,,
,,,,,,,,,239.33,456.22,3.92,3,1.908,,,,,,,,,,,,,,,,,,
,,,,,,,,,248.8,481.64,3.69,3.21,1.936,,,,,,,,,,,,,,,,,,
RBGE,DB1507,DTOL,Bryophyte,,Fissidens,adianthoides,<Oryza,OXPRO,281.42,382.73,3.37,3.81,1.360,294.87,396.00,1.49,0.74,0.73,6.67,4.12,0.014,Sahr Mian,13/04/2021,,1.28,,,,,,
,,,,,,,,,296.92,396.43,3.7,3.3,1.335,,,,,,,,,,,,,,,,,,
,,,,,,,,,306.26,408.84,4.07,3.51,1.335,,,,,,,,,,,,,,,,,,
RBGE,DB1510,DTOL,Bryophyte,,Dicranum,majus,<Sol,OXPRO,365.59,444.48,3.77,2.38,1.216,284.97,346.22,1.65,0.82,0.80,6.67,4.12,0.008,Robyn Powell,14/04/2021,,-,,,,,,
,,,,,,,,,255.51,307.58,3.14,2.4,1.205,,,,,,,,,,,,,,,,,,
,,,,,,,,,233.81,286.61,3.48,2.67,1.200,,,,,,,,,,,,,,,,,,
RBGE,DB1513,DTOL,Bryophtye,,Racomitrium,lanuginosum,<Oryza,OXPRO,299.61,586.18,3.6,4.41,1.956,264.41,515.68,0.51,0.26,0.25,6.67,4.12,0.006,Robyn Powell,14/04/2021,,-,,,,,,
,,,,,,,,,242.57,471.71,3.87,3.8,1.945,,,,,,,,,,,,,,,,,,
,,,,,,,,,251.04,489.15,4.21,4.4,1.949,,,,,,,,,,,,,,,,,,
RBGE,DB1507,DTOL,Bryophyte,,Oligotrichum,hercynicum,<Solanum,OXPRO,164.35,573.51,3.71,2.32,3.490,168.78,596.91,0.57,0.28,0.28,6.67,4.12,0.042,Sahr Mian,14/04/2021,,-,,,,,,
,,,,,,,,,168.14,596.51,4.23,2.63,3.550,,,,,,,,,,,,,,,,,,
,,,,,,,,,173.84,620.72,4.92,2.73,3.571,,,,,,,,,,,,,,,,,,
RBGE,DB1509,DTOL,Bryophyte,,Gymnomitrion,obtusum,<Oryza,OXPRO,199.79,468.59,5.99,4.02,2.345,205.08,495.51,0.83,0.41,0.40,6.67,4.12,0.061,Sahr Mian,14/04/2021,,-,,,,,,
,,,,,,,,,204.09,499.18,5.43,3.11,2.446,,,,,,,,,,,,,,,,,,
,,,,,,,,,211.35,518.77,5.35,3.04,2.455,,,,,,,,,,,,,,,,,,
RBGE,DB1511,DTOL,Bryophyte,,Hookeria,lucens,>Solanum,OXPRO,81.26,273.97,4.11,3.39,3.371,284.42,85.76,6.63,3.32,3.24,3.74,4.50,0.046,Sahr Mian ,14/04/2021,,1.61 (1C),Tetraploid,,,,,
,,,,,,,,,86.29,284.11,4.74,3.84,3.292,,,,,,,,,,,,,,,,,,
,,,,,,,,,89.73,295.18,4.64,4,3.291,,,,,,,,,,,,,,,,,,
